keyword,title,price,rating,reviews,platform,position,delivery,discount,brand,visibility_score,price_range
laptop,Rnruo 14 Inch Windows 11 Laptop,205.49,3.4,12.0,Walmart - Rnruo,9,Free delivery by Tue,,Rnruo,0.1111111111111111,Budget
laptop,"Lenovo - Ideapad Slim 3 Chromebook - 14"" 2K Touchscreen Laptop - Mediatek Kompanio 540 2025 - 4Gb Memory - 64Gb Emmc - Blue",299.0,,,Best Buy,10,Unknown,,Lenovo,0.1,Budget
laptop,"Asus Rog Strix G18 18"" Fhd+ 144Hz Gaming Laptop",1399.99,,,Staples,11,Free delivery by Wed,,Asus,0.09090909090909091,Budget
laptop,"Nimo 15.6"" Ryzen 7 8745Hs Laptop",729.99,4.2,4.0,Nimo,12,Free delivery,,Nimo,0.08333333333333333,Budget
laptop,"Microsoft 13"" Surface Laptop Copilot+ Pc",1249.99,4.7,658.0,Best Buy,13,Free delivery by Sun,,Microsoft,0.07692307692307693,Budget
laptop,13-Inch Apple Macbook Air M5,1299.0,4.9,2800.0,Apple,14,Free next-day delivery,,13-Inch,0.07142857142857142,Budget
laptop,"Hp 14"" Intel Core N150 Laptop",299.99,4.4,111.0,Staples,15,Free delivery by Wed,,Hp,0.06666666666666667,Budget
laptop,"Lenovo - Ideapad Slim 3 Chromebook - 14"" 2K Touchscreen Laptop - Mediatek Kompanio 540 2025 - 8Gb Memory - 128Gb Ufs - Blue",439.0,4.6,40.0,Best Buy,16,Unknown,,Lenovo,0.0625,Budget
laptop,"Hp 14"" Core I3-1115G4 Laptop",299.99,2.7,6.0,Walmart - Smartisan Tech,17,Free delivery,,Hp,0.058823529411764705,Budget
laptop,Dell Pro Max 18 Plus Mb18250,5549.95,4.4,88.0,B&H Used Store,18,Free delivery by Tue,,Dell,0.05555555555555555,Mid-Range
laptop,"Lenovo Ideapad Slim 3I 15.6"" Full Hd Laptop",349.99,4.5,198.0,Best Buy,19,Unknown,,Lenovo,0.05263157894736842,Budget
laptop,Msi Cyborg 15 Gaming Laptop,1399.99,,,Altex Electronics,20,Unknown,,Msi,0.05,Budget
laptop,"Asus Vivobook 15.6"" Touchscreen Laptop",669.99,,,Electronic Express,21,Free delivery,,Asus,0.047619047619047616,Budget
laptop,"Hp Omnibook 5 16"" Ai Laptop | Snapdragon X X1-26-100 | 16Gb | Windows 11 Home | 256Gb Ssd | Glacier Silver | B81Ymav_1",629.99,4.2,56.0,Hp,22,Free delivery,,Hp,0.045454545454545456,Budget
laptop,"Lenovo Loq 15.6"" 2K Gaming Laptop",1324.99,5.0,2.0,Best Buy,23,Free delivery by Sun,,Lenovo,0.043478260869565216,Budget
laptop,Amd Ryzen 9 Gaming Laptop,999.99,,,Walmart - Uhippo Laptops,24,Free delivery,,Amd,0.041666666666666664,Budget
laptop,Acer Predator Helios Neo Gaming Laptop,1749.99,4.5,4.0,B&H Photo-Video-Audio,25,Free delivery by Tue,,Acer,0.04,Budget
laptop,Microsoft Surface Laptop For Business,1649.99,5.0,1.0,Microsoft Store,26,Free delivery by Wed,,Microsoft,0.038461538461538464,Budget
laptop,Dell 14 Plus Laptop,1509.99,4.3,989.0,Newegg.Com - Dell Technologies,27,Free delivery,,Dell,0.037037037037037035,Budget
laptop,Lenovo Legion Pro 5I Gaming Laptop,2449.99,,,Best Buy,28,Free delivery,,Lenovo,0.03571428571428571,Budget
laptop,Alienware 15 Gaming Laptop,2599.0,4.7,130.0,Walmart - Teknoraks,29,Unknown,,Alienware,0.034482758620689655,Budget
laptop,15-Inch Apple Macbook Air M5,1699.0,4.9,1500.0,Bkstr.Com/Texassanantoniostore/Home,30,Unknown,,15-Inch,0.03333333333333333,Budget
laptop,"Lenovo Ideapad Slim 3 15.6"" N150 Laptop",329.99,4.6,17.0,Instacart,31,Unknown,,Lenovo,0.03225806451612903,Budget
laptop,"Samsung - Galaxy Chromebook Go - 14"" Led Laptop - Intel Celeron- 4Gb Memory - 128Gb + 128Gb Sd Card - Silver",329.99,,,Best Buy,32,Unknown,,Samsung,0.03125,Budget
laptop,Microsoft Surface Laptop 7 Copilot+ Pc,1910.99,3.0,5.0,Insight,33,Unknown,,Microsoft,0.030303030303030304,Budget
laptop,Lenovo Ideapad Slim 3I Arctic Grey Laptop Intel N100 82Xbx,268.0,3.8,260.0,Walmart - Velztorm Pc,34,Free delivery,,Lenovo,0.029411764705882353,Budget
laptop,"Microsoft Surface Pro 13"" Snapdragon X2 Plus",1649.0,4.7,28.0,B&H Photo-Video-Audio,35,Unknown,,Microsoft,0.02857142857142857,Budget
laptop,"Hp 15.6"" Hd Laptop",314.99,3.7,364.0,Best Buy,36,Unknown,,Hp,0.027777777777777776,Budget
laptop,"Dell Chromebook 11.6"" Hd Screen 2-In-1 Laptop",489.0,4.8,10.0,Dell,37,Free delivery,,Dell,0.02702702702702703,Budget
laptop,Asus Tuf A16 Gaming Laptop,1147.0,4.1,8.0,Walmart - Primegear Tech,38,Free delivery,,Asus,0.02631578947368421,Budget
laptop,Loq Rtx 512 Gb Ssd M.2 2242 Computerie Gen4 Tlc 83Tncto1Wwus,1540.07,,,Lenovo,39,Free delivery,,Loq,0.02564102564102564,Budget
laptop,"Hp Omnibook X Flip 14"" Ai 2-In-1 Laptop",1999.99,4.0,2.0,Hp,40,Free delivery,,Hp,0.025,Budget
headphones,Apple Airpods Max,299.99,4.6,12000.0,Paymore Springfield,1,Free delivery by Thu,,Apple,1.0,Budget
headphones,Anker Soundcore Q20I Hybrid Active Noise Cancelling Headphones,44.99,4.8,7400.0,Best Buy,2,Free delivery by Sun,,Anker,0.5,Budget
headphones,Jlab Studio 2 Wireless Headphones,24.99,4.6,828.0,Target,3,Free delivery on $35+,,Jlab,0.3333333333333333,Budget
headphones,Beats Solo 4 On-Ear Wireless Headphones,118.97,4.0,599.0,Best Buy,4,Unknown,,Beats,0.25,Budget
headphones,Bose Quietcomfort Noise Cancelling Headphones,229.0,4.6,7500.0,Bose,5,Free delivery,,Bose,0.2,Budget
headphones,Onn. On-Ear Headphones,6.0,3.9,1900.0,Walmart,6,Unknown,,Onn.,0.16666666666666666,Budget
headphones,Dan Clark Audio E3 Planar Magnetic Headphones,1999.99,4.8,84.0,Hifisoundgear,7,Free delivery,,Dan,0.14285714285714285,Budget
headphones,Jbl On-Ear Headphones Tune 520Bt Wireless,39.1,4.6,11000.0,Best Buy,8,Unknown,,Jbl,0.125,Budget
headphones,Skullcandy Crusher Anc 2 Wireless Headphones,259.99,4.6,7200.0,Skullcandy,9,Free delivery,,Skullcandy,0.1111111111111111,Budget
headphones,Sony Wh-1000Xm6 Wireless Noise Canceling Headphones,398.0,4.7,3200.0,Sony,10,Free delivery by Tue,,Sony,0.1,Budget
headphones,Sennheiser Hd 560S Headphones,199.99,4.7,1100.0,Target,11,Free delivery by Thu,,Sennheiser,0.09090909090909091,Budget
headphones,Audio Technica Ath-M50X Professional Monitor Headphones,159.0,4.8,4000.0,Guitar Center,12,Free delivery,,Audio,0.08333333333333333,Budget
headphones,Bose Quietcomfort Ultra Headphones,229.0,4.4,9800.0,Bose,13,Free delivery,,Bose,0.07692307692307693,Budget
headphones,Shokz Openrun Pro 2,179.99,4.7,4800.0,Best Buy,14,Free delivery by Sun,,Shokz,0.07142857142857142,Budget
headphones,Bowers & Wilkins Px8 Over-Ear Noise Canceling Wireless Headphones,479.0,4.8,4400.0,Bowers & Wilkins,15,Free delivery,,Bowers,0.06666666666666667,Budget
headphones,Onn. Wireless On-Ear Headphones,12.88,4.0,2300.0,Walmart,16,Unknown,,Onn.,0.0625,Budget
headphones,Jbl Tune 530Bt Wireless On-Ear Headphones,44.99,4.7,549.0,Kohl'S,17,Unknown,,Jbl,0.058823529411764705,Budget
headphones,Beats Studio Pro Wireless Headphones - Sandstone,19.99,4.6,19000.0,Rent-A-Center,18,Free delivery,,Beats,0.05555555555555555,Budget
headphones,Sennheiser Momentum 4 Wireless Headphones,224.99,4.6,8200.0,Best Buy,19,Free delivery by Sun,,Sennheiser,0.05263157894736842,Budget
headphones,Audeze Lcd 2 Headphones,895.0,4.8,140.0,Moon Audio,20,Free delivery by Tue,,Audeze,0.05,Budget
headphones,Hifiman Edition Xs Headphones,209.0,4.7,496.0,Headphones.Com,21,Free delivery,,Hifiman,0.047619047619047616,Budget
headphones,Meze Audio 105 Aer Open-Back Headphones,299.0,4.8,121.0,Guitar Center,22,Free delivery,,Meze,0.045454545454545456,Budget
headphones,Beyerdynamic Dt 990 Pro X Studio Headphones,229.99,4.7,86.0,Sweetwater,23,Free delivery by Wed,,Beyerdynamic,0.043478260869565216,Budget
headphones,Marshall Major V On-Ear Headphones,154.99,4.7,2100.0,Best Buy,24,Free delivery,,Marshall,0.041666666666666664,Budget
headphones,Jlab Studio Pro Wireless Over-Ear Headphones,19.99,4.2,1500.0,Walmart,25,Unknown,,Jlab,0.04,Budget
headphones,Sony Wh-Ch720N Noise Canceling Headphones,49.99,4.9,202.0,Target,26,Free delivery by Thu,,Sony,0.038461538461538464,Budget
headphones,Jbl Tune 670Nc On-Ear Wireless Noise Cancelling Headphones,59.95,4.4,2900.0,Crutchfield,27,Free delivery by Tue,,Jbl,0.037037037037037035,Budget
headphones,Skullcandy Crusher Evo Wireless Over Ear Headphones,168.0,4.6,7000.0,Best Buy,28,Unknown,,Skullcandy,0.03571428571428571,Budget
headphones,Apple Earpods,19.0,4.6,31000.0,Boise State Bronco Shop,29,Unknown,,Apple,0.034482758620689655,Budget
headphones,Audio Technica Ath-M20X Monitor Headphones,49.0,4.7,3100.0,B&H Photo-Video-Audio,30,Free delivery by Tue,,Audio,0.03333333333333333,Budget
headphones,Beat Studio Pro On Ear Headphones In Black,22.99,4.6,19000.0,Rent-A-Center,31,Free delivery,,Beat,0.03225806451612903,Budget
headphones,Anker Soundcore Life Q20 Hybrid Active Noise Cancelling Headphones Wireless Over Ear Bluetooth Headphones,39.99,4.5,838.0,Walmart - Ankerdirect,32,Free delivery by Tue,,Anker,0.03125,Budget
headphones,Sony Wireless Noise Canceling Headphones,89.97,4.6,13000.0,Best Buy,33,Unknown,,Sony,0.030303030303030304,Budget
headphones,Apple Airpods Max 2,530.0,4.7,817.0,Sweetwater,34,Free delivery by Wed,,Apple,0.029411764705882353,Budget
headphones,Bose Quietcomfort Headphones,199.0,4.7,269.0,Bose,35,Free delivery,,Bose,0.02857142857142857,Budget
headphones,Sonos Ace Wireless Noise Canceling Headphones,399.0,4.6,4000.0,Sonos,36,Free delivery,,Sonos,0.027777777777777776,Budget
headphones,Jvc Ear Headphones,24.99,4.4,1800.0,Jvcshop,37,Unknown,,Jvc,0.02702702702702703,Budget
headphones,Sony Wh-Ch520 Wireless On-Ear Headphones,39.99,4.7,2800.0,Best Buy,38,Free delivery by Sun,,Sony,0.02631578947368421,Budget
headphones,Anker Soundcore Life Q30 Hybrid Active Noise Cancelling Wireless Bluetooth Headphones,55.98,4.8,112.0,Target,39,Free delivery,,Anker,0.02564102564102564,Budget
headphones,Sennheiser Momentum 5 Wireless Headphones,399.95,4.7,199.0,Sennheiser Consumer Audio Us,40,Free delivery by Wed,,Sennheiser,0.025,Budget
smartwatch,Samsung Galaxy Watch Fe,94.99,4.1,2100.0,"Walmart - Hyper Microsystems, Inc.",1,Unknown,,Samsung,1.0,Budget
smartwatch,Apple Watch Se 3 Gps 40Mm Midnight Aluminum Case,12.5,4.8,6800.0,T-Mobile,2,Free delivery,,Apple,0.5,Budget
smartwatch,Amazfit Band 7 Fitness Tracker,49.99,4.3,1100.0,Target,3,Free delivery by Thu,,Amazfit,0.3333333333333333,Budget
smartwatch,Nothing Cmf Watch Pro 3,69.0,4.6,607.0,Nothing Us,4,Free delivery by Thu,,Nothing,0.25,Budget
smartwatch,Amazfit Bip 6 Smartwatch,79.99,4.5,244.0,Best Buy,5,Free delivery by Sun,,Amazfit,0.2,Budget
smartwatch,Garmin Lily 2 Smartwatch,249.99,4.4,1200.0,Garmin - United States,6,Free delivery by Tue,,Garmin,0.16666666666666666,Budget
smartwatch,Google Pixel Watch 4,399.99,4.6,1100.0,Google Store,7,Free delivery,,Google,0.14285714285714285,Budget
smartwatch,"Smart Watch For Men Women 2.01"" Hd Touchscreen Bluetooth Call Ip68 Waterproof",35.99,,,Target,8,Free delivery,,Smart,0.125,Budget
smartwatch,Tozo S4,49.99,4.7,133.0,Tozo,9,Free delivery,,Tozo,0.1111111111111111,Budget
smartwatch,Amazfit Active 2 Smartwatch,79.99,4.8,1900.0,Best Buy,10,Free delivery by Sun,,Amazfit,0.1,Budget
smartwatch,Samsung Galaxy Watch8,299.99,4.4,62000.0,Samsung,11,Free delivery,,Samsung,0.09090909090909091,Budget
smartwatch,Mingdaln Smart Watch,29.99,4.4,1300.0,Walmart - Frontier Of Technology,12,Unknown,,Mingdaln,0.08333333333333333,Budget
smartwatch,Amazfit Bip 6 Smart Watch,79.99,4.9,11000.0,Target,13,Free delivery by Thu,,Amazfit,0.07692307692307693,Budget
smartwatch,Garmin Instinct E,249.99,4.4,239.0,Garmin - United States,14,Free delivery by Tue,,Garmin,0.07142857142857142,Budget
smartwatch,Withings Scanwatch 2 Hybrid Smartwatch,369.95,4.4,874.0,Best Buy,15,Unknown,,Withings,0.06666666666666667,Budget
smartwatch,Samsung Galaxy Watch8 Classic,499.99,4.6,8300.0,Samsung,16,Free delivery,,Samsung,0.0625,Budget
smartwatch,Smart Watch With Alexa Built-In,26.99,4.3,363.0,Walmart - Cillso Store,17,Unknown,,Smart,0.058823529411764705,Budget
smartwatch,Garmin Vivoactive 6 Smartwatch,299.99,4.6,2400.0,Garmin - United States,18,Free delivery by Tue,,Garmin,0.05555555555555555,Budget
smartwatch,Samsung Galaxy Watch7,189.99,4.5,8900.0,Best Buy,19,Free delivery by Sun,,Samsung,0.05263157894736842,Budget
smartwatch,Smart Watch With Hd Touchsreen,35.99,3.5,43.0,Target,20,Free delivery,,Smart,0.05,Budget
smartwatch,Tozo S4 Smartwatch With Bluetooth Calling And Amoled Screen,49.99,4.7,131.0,Tozo,21,Free delivery,,Tozo,0.047619047619047616,Budget
smartwatch,Indestructible Tactical Smartwatch,139.99,,,Njord Gear,22,Free delivery,,Indestructible,0.045454545454545456,Budget
smartwatch,Apple Watch Ultra 3 Gps + Cellular 49Mm Titanium Case,719.0,4.7,3900.0,Follett'S College Of Dupage Bookstore,23,Unknown,,Apple,0.043478260869565216,Budget
smartwatch,Smart Watch 2025,23.89,3.7,215.0,Walmart - Sisrow,24,Unknown,,Smart,0.041666666666666664,Budget
smartwatch,Fitbit Versa 4 Fitness Smartwatch,165.0,4.2,8000.0,Best Buy,25,Unknown,,Fitbit,0.04,Budget
smartwatch,Garmin Lily 2 Classic Smartwatch,299.99,4.4,701.0,Garmin - United States,26,Free delivery by Tue,,Garmin,0.038461538461538464,Budget
smartwatch,Samsung Galaxy Watch Ultra2,699.99,4.8,538.0,Samsung,27,Free delivery,,Samsung,0.037037037037037035,Budget
smartwatch,Amazfit Active 2 Square Leather Smartwatch With Heart Rate Tracking,129.99,4.4,43.0,Target,28,Free delivery by Thu,,Amazfit,0.03571428571428571,Budget
smartwatch,Garmin Lily 2 Active Smartwatch,299.99,4.8,1500.0,Home Depot,29,Free delivery,,Garmin,0.034482758620689655,Budget
smartwatch,Apple Watch Series 11 Gps Aluminum Case Sport Band,349.99,4.8,13000.0,Best Buy,30,Free delivery by Sun,,Apple,0.03333333333333333,Budget
smartwatch,Women'S Hd Touchscreen Fitness Tracker With Bluetooth Calls,32.99,4.9,159.0,Walmart - Cillso Store,31,Unknown,,Women'S,0.03225806451612903,Budget
smartwatch,Garmin Instinct 3 Solar,349.99,4.7,1900.0,Garmin - United States,32,Free delivery by Tue,,Garmin,0.03125,Budget
smartwatch,Cubitt Terra Rugged Smartwatch,139.95,3.7,3.0,Cubitt,33,Free delivery,,Cubitt,0.030303030303030304,Budget
smartwatch,Tozo S5 Bluetooth Sports Smartwatch,79.99,4.3,184.0,Tozo,34,Free delivery,,Tozo,0.029411764705882353,Budget
smartwatch,Garmin Vivomove Trend Hybrid Smartwatch,299.99,4.2,816.0,Cabela'S,35,Free delivery,,Garmin,0.02857142857142857,Budget
smartwatch,Women'S Smartwatch With Bluetooth Calls And Fitness Tracker,8.77,,,Walmart - Hovilon Home Store,36,Unknown,,Women'S,0.027777777777777776,Budget
smartwatch,Garmin Venu 4 Smartwatch,549.99,4.7,1500.0,Best Buy,37,Unknown,,Garmin,0.02702702702702703,Budget
smartwatch,Amazfit Bip Max,99.99,4.9,183.0,Target,38,Free delivery by Thu,,Amazfit,0.02631578947368421,Budget
smartwatch,Garmin Vivosmart 5,149.99,4.0,2600.0,Home Depot,39,Free delivery,,Garmin,0.02564102564102564,Budget
smartwatch,Google Fitbit Air Fitness Tracker,99.99,4.4,560.0,Google Store,40,Free delivery,,Google,0.025,Budget
tablet,Amazon Fire Hd 10 Tablet,139.99,4.6,1900.0,Best Buy,1,Free delivery by Sun,,Amazon,1.0,Budget
tablet,Amazon Fire Hd 8 Tablet,99.99,4.5,669.0,Target,2,Free delivery by Thu,,Amazon,0.5,Budget
tablet,"Lenovo Tab One 8.7"" Hd Android Tablet",99.99,4.6,696.0,Best Buy,3,Free delivery,,Lenovo,0.3333333333333333,Budget
tablet,Onn. 8.1 Inch Core Tablet,138.0,4.2,66.0,Walmart,4,Free next-day delivery,,Onn.,0.25,Budget
tablet,Apple Ipad Mini,31.25,4.8,5000.0,T-Mobile,5,Free delivery,,Apple,0.2,Budget
tablet,Samsung Galaxy Tab A11+ Tablet,274.0,4.7,3800.0,Best Buy,6,Unknown,,Samsung,0.16666666666666666,Budget
tablet,Apple Ipad,164.89,4.7,15000.0,Walmart - Wireless Source,7,Free delivery,,Apple,0.14285714285714285,Budget
tablet,"Lenovo Tab One 8.7"" Ips 480 Nits",99.99,4.4,103.0,Instacart,8,Unknown,,Lenovo,0.125,Budget
tablet,Tcl Tab 8 Nxtpaper 5G,5.56,2.7,3.0,At&T,9,Free delivery,,Tcl,0.1111111111111111,Budget
tablet,"Lenovo Idea Tab 11"" 2.5K Tablet",299.99,4.8,448.0,Best Buy,10,Free delivery by Sun,,Lenovo,0.1,Budget
tablet,Onn. 7 Inch Core Tablet 64 Gb Android 16 2026 Model,97.0,3.6,174.0,Walmart,11,Free delivery,,Onn.,0.09090909090909091,Budget
tablet,Apple Ipad Wi-Fi,21.52,3.8,623.0,Rent-A-Center,12,Free delivery,,Apple,0.08333333333333333,Budget
tablet,Onn. 11 Inch Core Tablet 2026 Model,167.0,4.3,94.0,Walmart,13,Free next-day delivery,,Onn.,0.07692307692307693,Budget
tablet,Lenovo Idea Tab Plus Tablet,279.0,4.6,392.0,Best Buy,14,Unknown,,Lenovo,0.07142857142857142,Budget
tablet,7Inch Android Tablet With Protective Case,37.98,2.1,41.0,Walmart - Peichengtech,15,Free delivery by Tue,,7Inch,0.06666666666666667,Budget
tablet,"Samsung Galaxy Tab A9 8.7"" Wxga+ Tablet",151.87,4.1,15.0,Best Buy,16,Unknown,,Samsung,0.0625,Budget
tablet,"Lenovo Idea Tab 11"" Android 15 Or Later Tablet",239.99,4.5,142.0,Newegg.Com - Lenovo,17,Free delivery,,Lenovo,0.058823529411764705,Budget
tablet,Brand New Samsung Galaxy Tab A11 64Gb + 4Gb Ram - Wi-Fi Only,133.99,3.6,89.0,Walmart - Hotdeals,18,Free delivery by Tue,,Brand,0.05555555555555555,Budget
tablet,Xiaomi Redmi Pad 2 4G Tablet,177.49,4.9,262.0,Techinn.Com,19,Unknown,,Xiaomi,0.05263157894736842,Budget
tablet,Samsung Galaxy Tab S10 Lite,399.99,4.8,4100.0,Best Buy,20,Unknown,,Samsung,0.05,Budget
tablet,Android Tablet 10 Inch With Case Screen Stylus,59.99,3.6,29.0,Walmart - Novojoy-Xl,21,Free delivery by Tue,,Android,0.047619047619047616,Budget
tablet,Linsay Core 256Gb Storage Android 15 Tablet Case,129.99,3.6,57.0,Staples.Com,22,Unknown,,Linsay,0.045454545454545456,Budget
tablet,Baken Android 12 Tablet 10.1 Inch,59.98,2.9,123.0,Walmart - Boko Tech,23,Free delivery by Tue,,Baken,0.043478260869565216,Budget
tablet,"Lenovo Idea Tab Pro 12.7"" Android 14 Tablet",459.99,4.7,194.0,Best Buy,24,Free delivery by Sun,,Lenovo,0.041666666666666664,Budget
tablet,"Lenovo Tab One 8.7"" Android Tablet",129.99,4.5,30.0,B&H Photo-Video-Audio,25,Free delivery by Tue,,Lenovo,0.04,Budget
tablet,7 Inch Android 14 Tablet,38.99,3.1,24.0,Walmart - Novojoy-Xl,26,Free delivery by Tue,,7,0.038461538461538464,Budget
tablet,Fire Hd 10 Tablet,47.32,5.0,1.0,Glocalzone,27,Unknown,,Fire,0.037037037037037035,Budget
tablet,Apple 13-Inch Ipad Air M4 Chip Wi-Fi,38.89,4.4,1500.0,Best Buy,28,Free delivery,,Apple,0.03571428571428571,Budget
tablet,Android 10 Inch Tablet,53.99,2.7,51.0,Walmart - Coopers Us,29,Free delivery by Tue,,Android,0.034482758620689655,Budget
tablet,Samsung Galaxy Tab S11 Ultra,1899.99,4.8,2900.0,Samsung,30,Free delivery,,Samsung,0.03333333333333333,Budget
tablet,Lenovo Tab K11 Tablet,299.99,4.4,81.0,Lenovo,31,Free delivery,,Lenovo,0.03225806451612903,Budget
tablet,7 Inch Android Tablet,37.99,2.4,175.0,Walmart - Yqsavior Us,32,Free delivery by Tue,,7,0.03125,Budget
tablet,Microsoft Surface Pro Copilot+ Pc,819.0,4.6,702.0,Best Buy,33,Unknown,,Microsoft,0.030303030303030304,Budget
tablet,"Samsung Galaxy Tab S10+ Sm-X820 Tablet - 12.4"" Wqxga+ - Mediatek Dimensity 9300+ [Mt6989] Octa-Core - 12 Gb - 256 Gb Storage - Android 14 - Moonstone",1.0,4.7,2400.0,Beach Audio,34,Unknown,,Samsung,0.029411764705882353,Budget
tablet,Tcl Tab 8 Gen 2 8.7 Inch Hd 64Gb Android 14 Tablet,116.0,4.4,91.0,Walmart,35,Free next-day delivery,,Tcl,0.02857142857142857,Budget
tablet,"Honor Pad 10 12.1"" 8Gb/ 256Gb Octacore Tablet",246.49,4.9,815.0,Techinn.Com,36,Unknown,,Honor,0.027777777777777776,Budget
tablet,"Lenovo Idea Tab 11"" Tablet",199.99,4.4,100.0,Micro Center,37,Unknown,,Lenovo,0.02702702702702703,Budget
tablet,Lenovo Idea Tab Plus Lightweight Tablet,279.99,4.9,8.0,Best Buy,38,Unknown,,Lenovo,0.02631578947368421,Budget
tablet,Bestski 10 Inch Android Tablet,75.59,1.8,12.0,Walmart - Bestski Llc,39,Free delivery by Tue,,Bestski,0.02564102564102564,Budget
tablet,"Samsung Galaxy Tab S11 11"" Tablet",899.99,4.7,1900.0,Samsung,40,Free delivery,,Samsung,0.025,Budget
gaming laptop,"Acemagic - Lx15Pro - 15.6"" Gaming Laptop - Amd Ryzen 5 7430U(6C/12T) - Radeon Rx Vega 8 Graphics -16Gb Memory - 512Gb Nvme Ssd - Gray",429.0,3.5,8.0,Best Buy,1,Unknown,,Acemagic,1.0,Budget
gaming laptop,"Acer Nitro V 15.6"" Core 5 210H Rtx 4050 Laptop",899.0,4.8,83.0,Walmart,2,Free delivery,,Acer,0.5,Budget
gaming laptop,Asus Tuf F17 Gaming Laptop,799.99,,,Staples,3,Free delivery by Wed,,Asus,0.3333333333333333,Budget
gaming laptop,"Asus Rog Zephyrus G16 16"" 2.5K Oled 240Hz Gaming Laptop",1849.99,4.6,241.0,Best Buy,4,Free delivery,,Asus,0.25,Budget
gaming laptop,Msi Thin A15 Gaming Laptop,799.0,3.5,2.0,Msi Online Store,5,Free delivery,,Msi,0.2,Budget
gaming laptop,Dell Alienware 15 Gaming Laptop,899.0,4.6,136.0,Walmart,6,Free delivery,,Dell,0.16666666666666666,Budget
gaming laptop,"Hp - Victus 15.6"" Gaming Laptop,Amd Ryzen 7 7445Hs,Nvidia Geforce Rtx 4050,16Gb Ddr5,1Tb Ssd,Win 11 - Mica Silver",1199.99,4.8,79.0,Best Buy,7,Unknown,,Hp,0.14285714285714285,Budget
gaming laptop,"Razer Blade 18"" Ultra-Thin Gaming Laptop",3499.99,,,Razer.Com,8,Free delivery,,Razer,0.125,Budget
gaming laptop,16.1 Inch Fhd Gaming Laptop,579.69,4.3,6.0,Walmart - Nipogi Official Store,9,Free delivery by Tue,,16.1,0.1111111111111111,Budget
gaming laptop,"Nimo 15.6"" Gaming Laptop",499.0,4.5,40.0,Best Buy,10,Unknown,,Nimo,0.1,Budget
gaming laptop,Asus Rog Strix G16 Gaming Laptop,1649.99,5.0,1.0,Staples,11,Free delivery by Wed,,Asus,0.09090909090909091,Budget
gaming laptop,"Lenovo Legion Pro 7I 16"" Oled Gaming Laptop Intel Core Ultra 9 275Hx",2951.99,4.6,461.0,Lenovo,12,Free delivery,,Lenovo,0.08333333333333333,Budget
gaming laptop,"Hp Omen 16"" Gaming Laptop",1399.99,3.6,35.0,Hp,13,Free delivery,,Hp,0.07692307692307693,Budget
gaming laptop,"Hp Victus 15.6"" Gaming Laptop",1039.0,4.7,1300.0,Best Buy,14,Unknown,,Hp,0.07142857142857142,Budget
gaming laptop,"Asus Tuf Gaming Fx505Dt 15.6"", Gaming Laptop",6.41,5.0,1.0,Glocalzone,15,Unknown,,Asus,0.06666666666666667,Budget
gaming laptop,"Msi Katana 15.6"" Gaming Laptop",1049.99,4.1,49.0,Walmart - Value Tech,16,Free delivery,,Msi,0.0625,Budget
gaming laptop,Acer Nitro V 16S Gaming Laptop,1299.99,5.0,3.0,B&H Photo-Video-Audio,17,Free delivery by Tue,,Acer,0.058823529411764705,Budget
gaming laptop,"Lenovo Loq 15.6"" Gaming Laptop",999.0,4.4,5.0,Best Buy,18,Unknown,,Lenovo,0.05555555555555555,Budget
gaming laptop,Razer Blade 16 Ultra-Thin 16-Inch Amd Gaming Laptop,2399.99,,,Razer.Com,19,Free delivery,,Razer,0.05263157894736842,Budget
gaming laptop,"Hp Omen Gaming Laptop 16"" 2K 144Hz Fhd Ips Display Intel Core Ultra 7 255H",599.6,4.5,30.0,Serigrafia.Eus,20,Unknown,,Hp,0.05,Budget
gaming laptop,Nimo 15.6 Inch Fhd Amd Ryzen 5 6600H Gaming Laptop,529.99,,,"Walmart - Cleamol Co.,Ltd",21,Unknown,,Nimo,0.047619047619047616,Budget
gaming laptop,Gigabyte Gaming A16 Gaming Laptop,1099.99,4.8,24.0,Best Buy,22,Free delivery,,Gigabyte,0.045454545454545456,Budget
gaming laptop,"Asus Rog Strix G18 18"" Fhd+ 144Hz Gaming Laptop",1399.99,,,Staples,23,Free delivery by Wed,,Asus,0.043478260869565216,Budget
gaming laptop,"Acer Nitro V 15 Gaming Laptop 15.6"" Fhd Ips 144Hz Amd 6-Core Ryzen 5 7535Hs 16Gb Ram 512Gb Ssd Geforce Rtx 4050 Backlit Type-C Win11 Icp Hub",36.0,,,Ravir.De,24,Unknown,,Acer,0.041666666666666664,Budget
gaming laptop,Acer Predator Helios Neo Gaming Laptop,1749.99,4.5,4.0,B&H Photo-Video-Audio,25,Free delivery by Tue,,Acer,0.04,Budget
gaming laptop,Hp Omen 15.3' 2K 120Hz Oled Laptop,1058.0,5.0,1.0,Walmart,26,Free delivery,,Hp,0.038461538461538464,Budget
gaming laptop,"Lenovo Loq 15.6"" 2K Gaming Laptop",1259.99,,,Best Buy,27,Free delivery by Sun,,Lenovo,0.037037037037037035,Budget
gaming laptop,Msi Cyborg 14 Gaming Laptop,1164.73,5.0,1.0,Target,28,Free delivery,,Msi,0.03571428571428571,Budget
gaming laptop,Lenovo Legion Pro 5I Gaming Laptop,2097.98,4.7,245.0,Newegg.Com - Dealking,29,Free delivery,,Lenovo,0.034482758620689655,Budget
